2689,2311694605,2,92,/,+/00:39,+/00:53,-1/,/,/,/,/
2288,_aarif_JU,2,63,/,+2/00:18,+/00:25,-2/,/,/,/,/
2288,tsaini063,2,63,/,+/00:22,+/00:41,/,/,/,/,/
3093,__LazyCoder__,2,149,/,+2/01:37,+/00:32,/,/,/,/,/
3093,Ahmad_Nour_AlSabaggh,2,149,/,+1/00:41,+1/01:28,/,/,/,/,/
2886,MuhammedMokbelQ_Q,2,114,/,+/01:16,+/00:38,/,/,/,/,/
1885,kiliet,2,45,/,+/00:17,+/00:28,/,/,/,/,/
1885,how2hack,2,45,+5/-2,+/00:12,+/00:33,-2/,/,/,/,/
2489,SoloProgrammer101,2,75,/,+/00:18,+1/00:47,-1/,/,/,/,/
2489,s_kill,2,75,+1/,-2/,+/00:22,+/00:53,/,/,/,/
2076,Ajob_Chiria,2,53,+2/,+/00:30,+/00:23,-1/,/,/,/,/
1679,ArtoLord,2,37,/,+1/00:10,+/00:17,-1/,/,/,/,/
1679,d3dx10,2,37,/,+/00:06,+1/00:21,-1/,/,/,-2/,/
98,CLown1331,4,105,/,+/00:06,+/00:12,+/00:37,/,-4/,+/00:50,/
1298,LeontiBrechko,2,24,+12/,+/00:08,+/00:16,-1/,/,/,-2/,/
1298,nonme,2,24,/,+/00:05,+/00:19,/,-1/,/,/,/
491,trifangrobert,3,83,/,+/00:07,+/00:15,+/01:01,/,/,-4/,/
491,ApeLeo,3,83,/,+/00:08,+/00:14,+/01:01,/,/,/,/
690,suri_kumkaran,3,123,/-1,+/00:12,+/00:22,+2/01:09,/,/,-2/,/
1467,2010160220,2,30,/,+1/00:06,+/00:14,/,/,/,-1/,/
299,testtieuphong,4,327,/,+1/00:09,+/00:13,-4/,+5/02:12,-1/,+/01:53,/
1099,h_elloworl_d,2,13,/-2,+/00:04,+/00:09,-3/,/,/,/,/
899,Lisianthus,3,170,/,+/00:03,+/00:06,+7/01:31,/,/,/,/
2697,babaOfait,2,93,/,+1/00:27,+1/00:46,-2/,/,/,/,/
2697,3agwa,2,93,/,+4/00:28,+/00:25,/,/,/,-1/,/
2288,tiennl,2,63,/,+1/00:21,+/00:32,/,/,/,/,/
2288,Luka,2,63,/,-2/,+/00:14,+/00:49,/,/,-3/,/
3093,Yurios,2,149,/,+1/00:29,+2/01:30,-1/,/,/,/,/
3093,SAIFUR_IIT-JU,2,149,/,+3/00:53,+/01:06,/,/,/,/,/
2893,pzh_pzh,2,115,/,+1/00:57,+2/00:28,-1/,/,/,/,/
1885,aman_goyal,2,45,/,+1/00:14,+/00:21,-1/,/,/,-3/,/
1885,hemanth_269,2,45,/,+/00:20,+/00:25,/,/,/,/,/
2489,bad_bat,2,75,/,+1/00:25,+/00:40,-2/,/,/,/,/
2489,Homzane,2,75,/,+1/00:27,+/00:38,/,/,/,/,/
2076,AmmarBotros,2,53,/,+/00:15,+1/00:28,/,/,/,/,/
2076,may00,2,53,/,+/00:33,+/00:20,/,/,/,/,/
1679,riz_1_,2,37,/,+1/00:08,+/00:19,-4/,-4/,/,/,/
1679,mksppopov,2,37,/,+/00:11,+/00:26,-1/,/,/,-1/,/
100,ei133333,4,108,/,+/00:04,+/00:09,+/00:19,/,/,+2/00:56,-5/
101,MishaPrigara,4,109,/,+/00:03,+/00:06,+2/00:21,-12/,/,+/00:59,/
1298,TheOneYouWant,2,24,/,+1/00:05,+/00:09,-5/,-2/,-10/,/,/
1298,Klight1994,2,24,/,+/00:08,+/00:16,-2/,/,/,-2/,/
491,iShibly,3,83,/,+/00:06,+/00:16,+/01:01,/,/,-6/,/
498,BigPolandBro,3,84,/,+/00:08,+/00:13,+/01:03,/,/,-3/,/
694,BigBang_19,3,124,/,+/00:13,+/00:29,+/01:22,/,/,/,/
694,pushkar12,3,124,/,+/00:04,+/00:09,+6/00:51,/,/,/,/
1467,JooDdae,2,30,/,+1/00:07,+/00:13,-1/,/,-3/,-1/,/
1467,badassiumoxide,2,30,+20/,+/00:10,+/00:20,-2/,/,/,-2/,/
300,marcospaulo,4,329,/,+/00:05,+/00:11,+6/01:13,/,/,+5/02:10,/
300,nowing,4,329,/,-3/,+/00:19,+/00:38,+5/02:14,/,+/01:28,/
1099,Pragyan_c2,2,13,/,+/00:04,+/00:09,-1/,/,/,/,/
899,Timonnable,3,170,/,-1/,+/00:07,+1/00:55,/,/,+1/01:28,/
2697,Kala,2,93,/,+/00:44,+2/00:29,/,/,/,/,/
2697,Binh.Tran.it,2,93,/,+/00:31,+/01:02,/,/,/,/,/
2288,iAmrifat,2,63,/,+/00:43,+/00:20,-2/,/,/,/,/
3098,scaTTy17,2,150,/,+/00:40,+5/01:00,/,/,/,/,/
3098,id0l,2,150,/,-1/,+/00:16,+3/01:44,/,/,/,/
2893,Lobanov_VAVKO,2,115,/,+2/00:22,+3/00:43,/,/,/,/,/
2893,sherri_ice,2,115,/,+2/00:13,+2/01:02,/,/,/,/,/
1885,one_short,2,45,/,+/00:18,+/00:27,/,/,/,-1/,/
1885,Radman_,2,45,/,+1/00:11,+/00:24,/,/,/,/,/
2489,pishbeenZ,2,75,/-1,-1/,+/00:14,-6/,/,/,+1/00:51,/
2489,Rodp63,2,75,/,+3/00:19,+/00:26,-2/,/,/,/,/
2076,mht5701998,2,53,/,+/00:19,+/00:34,/,/,/,/,/
2076,codeforces1998,2,53,/,+/00:17,+/00:36,-4/,/,/,/,/
1679,sunil_bswl,2,37,/,+1/00:11,+/00:16,-1/,/,/,-2/,/
1679,mridul111998,2,37,/,+1/00:09,+/00:18,-1/,/,/,/,/
101,LoppA,4,109,/,+/00:05,+/00:11,+/00:23,/,+/01:10,/,/
1298,nksx,2,24,+2/-4,+/00:09,+/00:15,-1/,/,/,-1/,/
1298,rsFalse,2,24,/,+/00:08,+/00:16,/,/,/,-1/,/
498,Pr0tick,3,84,/,+/00:07,+/00:12,+1/00:55,/,/,/,/
498,MDvedh,3,84,/,+/00:05,+/00:09,+1/01:00,/,/,-2/,/
694,mikeleven,3,124,/,+/00:07,+/00:12,+3/01:15,/,/,/,/
697,Ista,3,125,/,+3/00:11,+/00:16,+/01:08,/,/,-2/,/
1467,parsa333111,2,30,/,+/00:09,+/00:21,/,/,/,/,/
1467,aya_elymany,2,30,/,+/00:11,+/00:19,/,-1/,/,/,/
302,nerve_endings,4,336,/,+7/00:25,+/00:47,+/01:23,/,/,+/01:51,/
303,Arpa,4,340,/,-1/,+/00:09,+/00:20,+8/02:12,/,+4/00:59,/
1099,meinstrim,2,13,/,+/00:04,+/00:09,-1/,/,/,/,/
899,r57shell,3,170,/,+/00:06,+/00:11,+6/01:33,/,/,/,/
899,prakhar28,3,170,/,-2/,+/00:10,+/00:43,/,/,+3/01:27,/
2697,SaikatS,2,93,/,+3/00:26,+/00:37,-1/,/,/,/,/
2288,Valenting,2,63,/,+2/00:13,+1/00:20,-1/,/,/,-1/,/
3098,Chord,2,150,/,+4/00:28,+2/01:02,/,/,/,/,/
2893,matheuscenta,2,115,/,+/00:13,+2/01:22,-2/,/,/,/,/
2893,Faisal..Ahmed,2,115,/,+3/00:27,+1/00:48,-1/,/,/,/,/
1885,12345654321,2,45,+2/-1,+/00:19,+/00:26,/,/,/,/,/
1885,SinkingHeart,2,45,/,+/00:13,+/00:32,/,/,/,/,/
2489,Athena_1111,2,75,+4/,+2/00:24,+/00:31,/,/,/,/,/
2489,dungdq2002,2,75,/,-2/,+/00:18,-1/,-4/,/,+1/00:47,/
2076,sw256,2,53,/,+/00:25,+1/00:18,-2/,/,/,/,/
1679,crazy__1234,2,37,+8/-1,+1/00:11,+/00:16,-2/,/,/,/,/
1679,M.A.,2,37,/,+/00:10,+/00:27,/,/,/,/,/
103,gs15120,4,110,/,+/00:03,+/00:06,+/00:11,-2/,-1/,+/01:30,/
104,mikeweat,4,112,+6/-2,+1/00:04,+/00:06,+/00:54,-2/,/,+/00:38,/
1298,lumingqi,2,24,/,+/00:05,+/00:19,-1/,/,/,/,/
1298,Al_Shahriar_Tonmoy,2,24,/,+/00:09,+/00:15,-1/,/,/,/,/
498,armoking,3,84,+2/,+/00:04,+/00:09,+/01:11,/,/,-7/,/
502,low_,3,85,/,+/00:03,+/00:08,-2/,-4/,/,+1/01:04,/
697,GabiTulba,3,125,/,+/00:05,+/00:09,+4/01:11,/,-4/,-1/,/
697,proggerkz,3,125,/,+1/00:06,+2/00:22,-2/,/,/,+1/00:57,/
1467,robert1003,2,30,/,+1/00:07,+/00:13,-5/,/,/,/,/
1501,yevhenii_kanivets,2,31,/,+/00:11,+/00:20,-1/,/,/,/,/
304,123_123_123_123,4,344,/,+1/00:39,+/00:35,+14/01:38,/,/,+/00:22,/
305,VLamarca,4,378,/,+/01:25,+/01:32,+/01:53,/,/,+1/01:18,/
1099,Tameshk,2,13,/,+/00:04,+/00:09,-1/,/,/,/,/
906,Arrias,3,171,/,+/00:03,+/00:07,-1/,/,/,+4/02:01,/
906,atrophy98,3,171,/,+/00:08,+/00:13,+5/01:40,/,/,/,/
2697,Fa1yaj,2,93,/,+1/00:31,+/00:52,/,/,/,/,/
2697,imranasuman,2,93,+2/-5,+1/01:03,+/00:20,-1/,/,/,/,/
2288,LM.10,2,63,/,+3/00:12,+/00:21,-1/,/,/,-1/,/
3098,mauriCZ,2,150,/,+1/00:22,+4/01:18,/,/,/,/,/
3098,x_Sept,2,150,/,+/01:03,+/01:27,/,/,/,-2/,/
2893,Warrior07,2,115,/,+/00:45,+/01:10,/,/,/,/,/
2893,arpitgarg7,2,115,/,+1/01:23,+/00:22,-3/,/,-1/,/,/
1885,yikai123,2,45,/,+/00:10,+1/00:25,-1/,/,/,/,/
1885,iparsa,2,45,/,+/00:19,+/00:26,-3/,/,/,/,/
2489,rachit_vk,2,75,/,+1/00:20,+1/00:35,/,/,/,/,/
2489,Rabbitknight,2,75,/,+1/00:20,+1/00:35,/,/,/,/,/
2076,D_D_D,2,53,/,+1/00:14,+/00:29,-1/,/,/,/,/
2102,CortesJPB,2,54,/,+/00:14,+1/00:30,/,/,/,/,/
1679,Darling,2,37,/,+1/00:09,+/00:18,-1/,/,/,/,/
1679,preet_t,2,37,/,+/00:14,+/00:23,-1/,/,/,/,/
104,zhuwanman,4,112,/,+/00:05,+/00:11,+1/00:47,-1/,/,+/00:39,/
106,bgrm,4,113,/,+/00:04,+/00:09,+/01:08,/,/,+/00:32,/
1298,PyAlpha,2,24,/,+/00:07,+/00:17,-1/,/,/,-1/,/
1298,Yilun,2,24,/,+/00:07,+/00:17,-1/,/,/,-1/,/
502,What_is_going_on,3,85,/,+/00:08,+/00:12,+/01:05,/,/,/,/
502,Megumin_,3,85,/,+1/00:05,+/00:12,-3/,/,-1/,+/00:58,/
697,_ktulu_,3,125,/,+/00:06,+/00:18,+2/01:21,/,/,/,/
697,saksham2405,3,125,/,+/00:10,+/00:17,+2/01:18,/,/,-1/,/
1501,spider_void,2,31,/,+/00:10,+/00:21,-1/,/,/,/,/
1501,gtatutors-ca,2,31,/,+/00:08,+/00:23,/,/,/,/,/
306,LashaBukhnikashvili,4,383,/,-1/,+/00:36,+/00:55,/,+5/01:45,+2/01:57,/
307,Ali.haidar,4,460,/,+/01:55,+/01:55,+/01:55,-1/,/,+/01:55,/
1099,hamlet,2,13,/,+/00:04,+/00:09,-1/,-1/,/,/,/
1099,akifpatel,2,13,/,+/00:03,+/00:10,-1/,/,/,-1/,/
908,AnshulG,3,172,/,+/00:06,+/00:16,+5/01:40,/,/,/,/
908,Mujahid,3,172,/,+1/00:18,+/00:16,/,/,/,+/02:08,/
2697,TMW9,2,93,/,+1/00:27,+1/00:46,/,/,/,/,/
2697,Neyamul,2,93,/,+/00:26,+1/00:57,/,/,/,/,/
2288,Ashwinit,2,63,/,+/00:15,+/00:48,/,/,/,/,/
2288,McDic,2,63,/,+1/00:40,+/00:13,-1/,-16/,/,/,/
3103,PombaPlode,2,151,/,+/01:29,+/01:02,-6/,/,/,/,/
3103,concept117,2,151,/,+1/01:04,+/01:17,-1/,/,/,/,/
2893,fanfani,2,115,/,-2/,+/00:19,-1/,/,/,+/01:36,/
2893,yinzai,2,115,/,+3/00:35,+/00:50,-1/,/,/,/,/
1885,hashashin,2,45,/,+1/00:13,+/00:22,/,/,/,-4/,/
1885,Space_Cowboy,2,45,/,+/00:17,+/00:28,/,/,-1/,/,/
2489,Kix,2,75,/,+1/00:21,+1/00:34,-3/,/,/,/,/
2102,apnasapna,2,54,/,+/00:19,+/00:35,/,/,/,/,/
2102,gimme_danger,2,54,+10/,+1/00:16,+/00:28,/,/,/,/,/
1679,mttsai,2,37,/,+/00:12,+/00:25,-1/,/,/,/,/
1679,tanxi,2,37,/,+/00:10,+1/00:17,-1/,/,/,/,/
106,stefdasca,4,113,+20/-15,+/00:09,+/00:07,+2/00:22,-7/,-1/,+/00:55,/
108,mursago,4,114,/,+/00:05,+/00:10,+/00:39,-4/,/,+/01:00,/
1298,shreyash127,2,24,/,+/00:09,+/00:15,-1/,/,/,/,/
1298,captainLevi,2,24,/,+/00:07,+/00:17,-1/,/,/,/,/
502,mircea85,3,85,/,+/00:04,+/00:13,+/01:08,/,/,/,/
502,shivansh100,3,85,/,+/00:08,+/00:15,+1/00:52,/,/,/,/
702,anshijain6,3,126,/,+/00:09,+/00:16,+2/01:21,/,/,/,/
702,sarthak1220,3,126,/,+/00:04,+/00:10,+1/01:42,/,/,-1/,/
1501,I_like_Phuong_Anh,2,31,/,+1/00:06,+/00:15,-1/,/,/,/,/
1501,Juvitus,2,31,/,+1/00:07,+/00:14,/,/,/,/,/
308,cyy233cnbb,4,472,/,+/02:08,+/02:04,+/01:57,/,/,+/01:43,/
309,doowey,3,22,/,+/00:03,+/00:07,+/00:12,/,/,-4/,/
1099,Tarik02,2,13,/,+/00:04,+/00:09,-1/,/,-1/,-6/,/
1099,mukhametgalin,2,13,/,+/00:05,+/00:08,-5/,/,/,-4/,/
908,FrustratedCompiler,3,172,/,+1/01:01,+/00:54,-4/,/,/,+/00:47,/
908,xuzonghao,3,172,/,+/00:14,+/00:28,+1/02:00,/,/,/,/
2697,gyulong,2,93,/,+2/00:14,+1/00:49,-5/,/,/,/,/
2707,pixc,2,94,/,+1/00:19,+3/00:35,-6/,/,/,/,/
2288,Salman69,2,63,/,+/00:24,+/00:39,-6/,/,/,/,/
2288,nonamenow1,2,63,/,+2/00:13,+1/00:20,-3/,/,/,/,/
3103,kkiriyama,2,151,/,+5/00:47,+/00:54,-2/,/,/,/,/
3103,lc.nguyendang123,2,151,/,+3/00:53,+/01:08,/,/,/,/,/
2902,kkeey,2,116,/,+/00:42,+/01:14,/,/,/,/,/
2902,figdan,2,116,+4/,+2/01:15,+/00:21,-2/,/,/,/,/
1907,white_space,2,46,/,+/00:27,+/00:19,/,/,/,/,/
1907,asif04,2,46,/,+/00:17,+/00:29,/,/,/,/,/
2489,smooth_hunter,2,75,+1/,+/00:23,+/00:52,-1/,/,/,/,/
2102,staniewzki,2,54,/,-1/,+/00:06,+/00:48,/,/,-4/,/
2102,MeryKitty,2,54,/,+2/00:11,+/00:23,-4/,/,-1/,/,/
1679,rk_98,2,37,+2/,+/00:23,+/00:14,/,/,-1/,/,/
1679,itachi001,2,37,/,+1/00:09,+/00:18,/,/,/,/,/
109,7_Khat,4,118,/,+/00:10,+/00:16,+/00:32,/,/,+/01:00,/
109,vivace_jr,4,118,/-2,+/00:06,+/00:12,+/00:25,-8/,/,+/01:15,/
1298,I_Love_Diashka,2,24,/,+1/00:05,+/00:09,-1/,/,/,/,/
1298,julianfernando,2,24,/,+/00:09,+/00:15,-2/,/,/,-1/,/
502,rohan03,3,85,/,+1/00:06,+/00:14,+/00:55,/,/,/,/
508,sofrondr,3,86,/,+/00:06,+1/00:18,+/00:52,-2/,/,/,/
702,John_Cena,3,126,+4/,+2/00:10,+1/00:26,+/01:00,/,/,-2/,/
702,qrfkickit,3,126,/,+/00:09,+/00:18,+2/01:19,/,/,/,/
1501,fridayfang,2,31,/,+/00:12,+/00:19,-2/,-1/,/,/,/
1501,lvt_rsh,2,31,/,+1/00:08,+/00:13,/,/,/,-1/,/
310,PinkRaddit,3,23,/,+/00:03,+/00:06,+/00:14,-2/,-2/,/,/
311,oxytocyna,3,25,/,+/00:03,+/00:07,+/00:15,/,/,-1/,/
1099,ulyss,2,13,/,+/00:04,+/00:09,/,/,-1/,/,/
1099,M1v1savva1601,2,13,/,+/00:05,+/00:08,-5/,-5/,/,-2/,/
908,jan_123,3,172,/,+2/00:28,+/00:18,+/01:46,/,/,/,/
913,divman78,3,173,/,+/00:10,+/00:26,+2/01:57,/,/,/,/
2707,Bedo_Sayed,2,94,/,+1/01:06,+/00:18,-1/,/,/,-1/,/
2707,Harsh,2,94,+1/,+4/00:25,+/00:29,/,/,/,/,/
2302,c1729,2,64,+4/-67,+2/00:19,+/00:25,/,/,/,/,/
2302,Feyven_,2,64,/,+2/00:14,+/00:30,/,/,/,/,/
3103,Faizahmed28,2,151,/,+1/01:27,+/00:54,/,/,/,/,/
3108,Disappointment,2,152,/,-4/,+/00:15,+3/01:47,/,/,/,/
2902,krishna2to1,2,116,/,+3/00:30,+1/00:46,/,/,/,/,/
2902,palindali,2,116,/,+1/00:16,+5/00:40,/,/,/,/,/
1907,__gauravsingh,2,46,/,+1/00:13,+/00:23,/,/,/,/,/
1907,shijieshu,2,46,/,+/00:12,+/00:34,-1/,/,/,/,/
2489,a_new_beginning,2,75,/,+2/00:38,+/00:17,-1/,/,/,/,/
2102,zero73,2,54,/,+1/00:12,+/00:32,/,/,/,/,/
1679,helloworld2018,2,37,/,+/00:06,+1/00:21,/,/,/,/,/
1679,Liviu2000,2,37,/,+/00:13,+/00:24,/,/,/,/,/
111,ButterflyDew,4,120,/,+/00:06,+/00:14,+/00:28,/,/,+1/01:02,/
112,RedStone,4,122,/,+1/00:08,+/00:14,+/00:37,-9/,/,+/00:53,/
1298,dazade_8,2,24,/,+/00:07,+/00:17,-2/,/,/,-3/,/
1298,ac517,2,24,/,+/00:08,+/00:16,-1/,/,/,/,/
508,vangtrangtan,3,86,/,+/00:08,+/00:14,+/01:04,/,/,/,/
508,KoalaMu,3,86,/,+1/00:08,+/00:13,+1/00:45,/,/,/,/
702,Upgrading.....,3,126,/,+/00:10,+/00:21,+1/01:25,/,/,-3/,/
702,skarlord,3,126,/,+/00:06,+/00:10,-1/,/,/,+2/01:30,/
1501,roorkee,2,31,/,+1/00:07,+/00:14,-1/,/,/,/,/
1501,codeforcer253,2,31,/,+/00:12,+/00:19,/,/,/,/,/
312,andrew,3,27,/,+/00:07,+/00:03,+/00:17,-7/,/,-2/,/
313,AlexFetisov,3,28,/,+/00:04,+/00:07,+/00:17,-5/,-2/,-2/,/
1099,Fortin,2,13,/,+/00:04,+/00:09,-1/,/,/,-9/,/
1099,dnass,2,13,+10/,+/00:04,+/00:09,-1/,-16/,/,/,/
913,lsb2zh,3,173,/,+/00:10,+/00:21,+5/01:32,/,/,/,/
913,joker19260817,3,173,/,+/00:09,+/00:17,-1/,/,/,+2/02:07,/
2707,minhaj0231,2,94,/,+1/00:18,+2/00:46,/,/,/,/,/
2707,Ros9,2,94,/,-1/,+/00:27,+/01:07,/,/,/,/
2302,kapilg8468,2,64,/,+1/00:17,+/00:37,/,/,/,/,/
2302,satya26,2,64,/,+1/00:22,+/00:32,-2/,/,/,/,/
3108,nayo_99,2,152,/,+1/01:01,+/01:21,/,/,/,/,/
3108,KrisDo,2,152,/,+/01:30,+1/00:52,/,/,/,/,/
2902,1520153619,2,116,/,+1/00:30,+2/00:56,/,/,/,/,/
2907,dsifgh,2,117,/,+5/00:37,+/00:30,-2/,/,/,/,/
1907,sonu18,2,46,/,+1/00:14,+/00:22,-1/,/,/,/,/
1907,VicMac,2,46,/,+1/00:21,+/00:15,/,/,/,/,/
2502,faf7,2,76,/,+/00:31,+/00:45,-1/,/,/,/,/
2502,Mr_Mandal,2,76,/,+1/00:21,+/00:45,/,/,/,/,/
2102,PresHerobrine,2,54,/,+1/00:16,+/00:28,-1/,/,/,/,/
2102,adi1482,2,54,/,+/00:13,+1/00:31,-1/,/,/,/,/
1679,gentlelin,2,37,/,+/00:23,+/00:14,/,/,/,/,/
1710,Amr_Geneidy,2,38,/-1,+/00:11,+/00:27,-3/,/,/,/,/
112,niupple,4,122,/,+/00:06,+/00:12,+/00:30,+/01:14,/,/,/
114,purple_bro,4,124,/,+/00:06,+/00:15,+1/00:52,/,/,+/00:41,/
1298,noob99,2,24,/,+/00:08,+/00:16,-3/,/,/,/,/
1298,a12341,2,24,/,+/00:08,+/00:16,-2/,/,/,/,/
508,Main_Cpp,3,86,/,+1/00:13,+/00:27,+/00:36,/,/,-6/,/
702,Washoum,3,126,/,+/00:07,+/00:14,+1/01:35,/,/,/,/
702,czh27348,3,126,/,+/00:11,+/00:22,+/01:33,/,/,/,/
1501,kamrul_s,2,31,/,+/00:10,+/00:21,-3/,/,/,/,/
1501,only_WrongAnswer_is_real,2,31,/,+1/00:07,+/00:14,-1/,/,/,/,/
314,Maho,3,29,/,+/00:05,+/00:08,+/00:16,-2/,/,/,/
315,guille,3,32,/,+/00:03,+/00:08,+/00:21,-1/,-3/,-1/,/
1099,pk.,2,13,/,+/00:04,+/00:09,-2/,/,/,/,/
1112,Paspasuy,2,14,/,+/00:04,+/00:10,/,/,/,/,/
913,Rakhdakh,3,173,/,+/00:05,+/00:11,-1/,/,/,+4/01:57,/
913,ffzz,3,173,/,-1/,+/00:18,+/00:55,/,/,+/01:40,/
2707,tjrac6017201153,2,94,/,+/00:57,+2/00:17,/,/,/,/,/
2707,grtcoder,2,94,/,+1/00:33,+/00:51,/,/,/,/,/
2302,Vishwa_Patel23,2,64,+4/,+/00:27,+/00:37,-1/,/,/,/,/
2302,singh_yashkirat,2,64,/,+1/00:21,+/00:33,/,/,/,/,/
3108,PeppaPig,2,152,/,-1/,+/00:20,-3/,/,/,+/02:12,/
3108,surya15078523,2,152,/,+2/00:19,+3/01:23,/,/,/,/,/
2907,eugalt,2,117,/,+1/00:42,+/01:05,/,/,/,/,/
2907,_dipu,2,117,/,+3/00:31,+1/00:46,/,/,/,/,/
1907,Vanishment,2,46,/,+/00:09,+1/00:27,-4/,/,/,-1/,/
1907,Gamindustria,2,46,/,+/00:10,+/00:36,/,/,/,/,/
2502,mohitsharma,2,76,/,+1/00:18,+1/00:38,-3/,/,/,/,/
2502,hardik04,2,76,/,+1/00:35,+/00:31,-1/,/,/,/,/
2102,leshanbog,2,54,/,+/00:08,+2/00:26,/,/,/,/,/
2102,AhmadLoiy,2,54,/,+/00:19,+/00:35,/,/,/,/,/
1710,Nima324,2,38,/,+1/00:10,+/00:18,-1/,/,/,-4/,/
1710,Denisov,2,38,/,+1/00:12,+/00:16,-2/,/,/,-14/,/
114,dthangnguyen19,4,124,/,+1/00:10,+/00:16,+/00:26,/,/,+/01:02,/
116,hipo,4,125,+5/-2,+/00:07,+/00:12,+/00:37,/,/,+/01:09,/
1298,Siberian,2,24,/-1,+1/00:04,+/00:10,-1/,/,/,-5/,/
1298,shubhamdhama,2,24,/,+/00:06,+/00:18,/,/,/,/,/
512,Berted,3,87,/,+1/00:05,+/00:09,-1/,-6/,/,+/01:03,/
512,shahed_ahmed,3,87,/,+/00:11,+/00:17,+/00:59,/,/,-3/,/
710,mismi7298,3,127,/,+2/00:25,+/00:18,+/01:04,/,/,/,/
710,mblazev,3,127,/-1,+/00:05,+/00:12,-1/,/,/,+/01:50,/
1501,singlashubham957,2,31,/,+/00:13,+/00:18,/,/,/,/,/
1501,amazing_ankit,2,31,/,+/00:11,+/00:20,-2/,/,/,/,/
315,LJ_believer,3,32,/,+/00:03,+/00:07,+/00:22,/,/,-1/,/
317,Hypuk,3,35,/,+/00:04,+/00:08,-1/,-11/,/,+/00:23,/
1112,gratus907,2,14,/,+/00:04,+/00:10,-2/,/,/,-3/,/
1112,trungvthe130284,2,14,/,+/00:05,+/00:09,-7/,/,/,/,/
913,MateoCV,3,173,+3/-2,+1/00:12,+/00:18,+2/01:53,/,/,/,/
913,Shinighami,3,173,/,+1/00:16,+/00:25,+1/01:52,/,/,/,/
2707,piyus170101045,2,94,/,+/00:23,+1/01:01,/,/,/,/,/
2707,fly48432,2,94,/,+2/00:44,+/00:30,/,/,/,/,/
2302,dhaw92,2,64,/,+1/00:22,+/00:32,/,/,/,/,/
2302,kuksag,2,64,/-1,+3/00:14,+/00:20,-1/,/,/,-1/,/
3108,Poojitha_maha,2,152,/,-1/,+/00:16,-1/,/,/,+1/02:06,/
2907,LuciferAjay,2,117,/,+2/00:43,+/00:54,/,/,/,/,/
2907,slip990716,2,117,/,+1/00:51,+1/00:46,/,/,/,/,/
1907,ShahriarKhan,2,46,+2/,+/00:17,+/00:29,/,/,/,/,/
1907,balejitu,2,46,/,+1/00:13,+/00:23,/,/,/,/,/
2502,Mynesis,2,76,/,+1/00:19,+1/00:37,/,/,/,/,/
2502,DonLarry,2,76,/,+/00:23,+/00:53,/,/,/,/,/
2102,gvshukla321,2,54,+3/-1,+1/00:08,+1/00:26,-1/,/,/,/,/
1710,P4L,2,38,/,+/00:11,+/00:27,/,/,/,/,/
116,gir,4,125,/,+1/00:03,+/00:07,+1/00:32,-11/,/,+/01:03,/
1298,ryokamoi,2,24,/,+/00:06,+/00:18,-1/,/,/,-4/,/
512,yuto953,3,87,/,+/00:06,+/00:20,+/01:01,-2/,-1/,/,/
710,mijatolaxD,3,127,/,+1/00:15,+/00:24,+2/00:58,/,/,-5/,/
710,DJachenko,3,127,/,+/00:11,+/00:14,+3/01:12,/,/,/,/
1501,A.Kaan42,2,31,+4/-28,+/00:12,+/00:19,-3/,/,-6/,-1/,/
317,Adhami,3,35,+2/,+/00:04,+/00:07,+/00:24,/,/,-4/,/
317,Staric15,3,35,/,+/00:05,+/00:09,+/00:21,/,/,-3/,/
1112,Dalimus,2,14,/,+/00:05,+/00:09,-1/,/,/,-4/,/
920,windazz,3,174,/-2,+/00:25,+/00:04,-3/,/,/,+3/01:55,/
920,qcwlmqy,3,174,/,+/00:20,+/00:30,+2/01:44,/,/,/,/
2707,yashsawarn,2,94,/,+1/00:22,+/01:02,/,/,/,/,/
2707,ahmadms129,2,94,/,+1/00:34,+2/00:30,/,/,/,/,/
2302,henghaha,2,64,/,+1/00:21,+/00:33,/,/,/,/,/
2302,meena_g,2,64,+2/,+/00:22,+/00:42,-1/,/,/,/,/
3108,AhmedMaherAli,2,152,+45/-1,+/01:29,+/01:03,-1/,/,/,-1/,/
2907,hgwalani81,2,117,+3/,+/00:59,+/00:58,-2/,/,/,/,/
1907,hvk3,2,46,/,+2/00:14,+/00:12,-1/,/,/,-2/,/
1907,prabu_29j99,2,46,/,+1/00:11,+/00:25,-1/,/,/,/,/
2502,raviel,2,76,/,+2/00:33,+/00:23,/,/,/,/,/
2502,joydip007x,2,76,/,+1/00:11,+1/00:45,-3/,/,/,/,/
2102,c1mehedi,2,54,/,+/00:17,+/00:37,/,/,/,/,/
2102,juankipedia,2,54,/,+/00:14,+/00:40,/,/,/,/,/
1710,jarvis307,2,38,/,+/00:15,+/00:23,-2/,/,/,/,/
1710,Mark_Louba,2,38,/,+/00:12,+/00:26,-10/,/,/,/,/
116,OnlyGetAC,4,125,/,+1/00:15,+/00:19,+/00:25,/,-5/,+/00:56,/
1298,anduda,2,24,/,+/00:07,+/00:17,-2/,/,-4/,/,/
1298,Dubs,2,24,/,+/00:06,+/00:18,-5/,/,-2/,/,/
512,pranav_04,3,87,/,+1/00:11,+/00:16,+/00:50,/,/,/,/
512,laonianrencaozuo,3,87,+1/-1,+/00:05,+/00:13,-1/,-3/,/,+/01:09,/
710,Arturoku,3,127,/,+/00:05,+/00:19,+/01:43,/,/,-7/,/
